Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Charlotte,Mecklenburg_NC,NC,62.6,94,1,0,0,Heavy Rain,FALSE,FALSE,FALSE,day
3,Franklin,Williamson_TN,TN,39.9,58,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Golconda,Humboldt_NV,NV,21.9,92,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Havre de Grace,Harford_MD,MD,86,42,7,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Augusta,Richmond_GA,GA,87.1,63,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Atlanta,Cobb_GA,GA,52.5,82,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,30.9,89,2.5,6.9,0.01,Light Snow,FALSE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,48,66,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Forest Grove,Washington_OR,OR,51,54,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Gable,Sumter_SC,SC,32,100,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Okeechobee,Osceola_FL,FL,73.4,94,1.5,0,0,Mist,FALSE,FALSE,FALSE,twilight
2,Trenton,Mercer_NJ,NJ,69.1,58,10,11.5,0,Clear,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,66.2,24,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Salem,Marion_OR,OR,41,89,6,5.8,0.07,Light Rain,FALSE,FALSE,FALSE,day
2,Hattiesburg,Forrest_MS,MS,90,50,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,San Bernardino,San Bernardino_CA,CA,71.6,27,5,3.5,0,Haze,FALSE,FALSE,FALSE,day
2,Redwood City,San Mateo_CA,CA,54,94,2,8,0,Cloudy,FALSE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,43,65,10,13.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,Tacoma,Pierce_WA,WA,36.5,60,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Sprakers,Montgomery_NY,NY,70,83,15,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Valencia,Los Angeles_CA,CA,62,90,2,8,0.3,Light Rain,FALSE,FALSE,FALSE,day
2,Lake Havasu City,Mohave_AZ,AZ,60.1,44,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Rimrock,Yavapai_AZ,AZ,62.6,88,10,0,0,Overcast,TRUE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,75.2,94,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Kingsburg,Tulare_CA,CA,53.1,61,10,6.9,0,Clear,TRUE,FALSE,FALSE,day
3,North Hollywood,Los Angeles_CA,CA,57.9,56,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Orlando,Orange_FL,FL,48,58,10,0,0,Clear,FALSE,FALSE,TRUE,twilight
2,Tucson,Pima_AZ,AZ,102,11,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Holiday,Pasco_FL,FL,73.9,38,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
2,Romulus,Wayne_MI,MI,43,89,6,12.7,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Mundelein,Lake_IL,IL,89.1,59,10,15,0,Clear,FALSE,FALSE,TRUE,day
2,Shakopee,Scott_MN,MN,5,63,10,10.4,0,Overcast,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,48,93,7,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Lincoln,Providence_RI,RI,50,93,10,10,0,Light Rain,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,86,61,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Tracy,San Joaquin_CA,CA,64,34,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
3,Glencoe,Cook_IL,IL,81,26,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,72,73,8,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Vacaville,Solano_CA,CA,48.9,100,4,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Manchester,Hillsborough_NH,NH,26.1,31,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,73.4,73,8,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Rialto,San Bernardino_CA,CA,64,73,6,0,0,Haze,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,87.1,65,10,0,0,Thunderstorm,FALSE,FALSE,FALSE,day
2,Corona,Riverside_CA,CA,71,55,10,10,0,Fair,FALSE,FALSE,FALSE,day
3,Joliet,Will_IL,IL,82,88,10,9,0,Fair,FALSE,FALSE,FALSE,day
3,Newton,Middlesex_MA,MA,51.1,68,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,91,33,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Augusta,Richmond_GA,GA,92,26,10,8,0,Fair,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,68,50,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Glendale,Los Angeles_CA,CA,70,57,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Grand Prairie,Dallas_TX,TX,62,100,7,8,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Glenside,Montgomery_PA,PA,80.6,65,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Rockville,Montgomery_MD,MD,46,96,5,5.8,0.03,Light Rain,FALSE,FALSE,TRUE,day
2,Pomona,Los Angeles_CA,CA,71.6,43,10,11.5,0,Clear,FALSE,FALSE,FALSE,night
3,Hitchcock,Galveston_TX,TX,84,79,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Providence,Providence_RI,RI,36,100,5,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,28,78,10,0,0,Partly Cloudy,TRUE,FALSE,FALSE,twilight
3,Denver,Denver_CO,CO,60,20,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,75,13,50,6,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Bronx,Bronx_NY,NY,60,69,10,9,0,Cloudy,TRUE,FALSE,FALSE,twilight
3,Oceanside,San Diego_CA,CA,55,96,9,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Atlanta,Fulton_GA,GA,66,38,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,64.9,63,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,West Des Moines,Polk_IA,IA,62.6,88,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,National City,San Diego_CA,CA,72,51,8,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,69.1,26,10,15,0,Clear,FALSE,FALSE,FALSE,day
2,Gilbert,Maricopa_AZ,AZ,105.8,12,45,9.2,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Orlando,Orange_FL,FL,89,57,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Detroit,Wayne_MI,MI,39,100,2.5,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Echo,Umatilla_OR,OR,58,49,10,22,0,Cloudy / Windy,FALSE,FALSE,FALSE,day
2,Lisle,Dupage_IL,IL,68,43,9,6.9,0,Clear,FALSE,FALSE,TRUE,night
2,Tulsa,Tulsa_OK,OK,46,50,10,5,0,Cloudy,FALSE,FALSE,TRUE,night
4,Los Angeles,Los Angeles_CA,CA,61,83,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,El Paso,El Paso_TX,TX,84.9,16,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Myrtle Creek,Douglas_OR,OR,60,75,10,6,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,El Paso,El Paso_TX,TX,66,40,10,14,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,72,97,6,3.5,0,Overcast,FALSE,FALSE,TRUE,day
3,Charlotte,Mecklenburg_NC,NC,74,76,10,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Carol Stream,Dupage_IL,IL,79,62,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,48,89,4,6.9,0.13,Light Rain,FALSE,FALSE,FALSE,day
2,Deer Park,Suffolk_NY,NY,26.1,51,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Garner,Wake_NC,NC,62.1,29,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,71.1,99,7,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Miami,Miami-Dade_FL,FL,86,67,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Kissimmee,Osceola_FL,FL,71.1,93,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,55.4,58,10,19.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,68,93,6,5.8,0,Overcast,TRUE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,47,74,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Brooklyn,Kings_NY,NY,55.4,94,10,6.9,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Sisters,Deschutes_OR,OR,30.9,85,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,66,9,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,57,81,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,70,73,7,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,63,63,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,72,23,10,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Mc Lean,Fairfax County_VA,VA,48.9,59,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
3,Newport News,Newport News_VA,VA,83,74,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,68,93,10,11.5,0.11,Overcast,FALSE,FALSE,TRUE,twilight
2,Ontario,Wayne_NY,NY,64.9,93,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dorchester,Dorchester_SC,SC,62.6,63,10,3.5,0,Light Drizzle,FALSE,FALSE,FALSE,day
2,Corona,Riverside_CA,CA,48.2,100,2,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Saint Petersburg,Pinellas_FL,FL,86,74,10,12.7,0,Thunderstorm,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,79,88,6,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,State College,Centre_PA,PA,15.8,53,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Atlanta,Fulton_GA,GA,66,90,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Norristown,Montgomery_PA,PA,39.2,93,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Laurel,Prince George's_MD,MD,80.6,65,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Newport,Washington_MN,MN,28,84,10,7,0,Cloudy,FALSE,FALSE,FALSE,night
3,Norco,Riverside_CA,CA,65,58,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Arlington,Arlington_VA,VA,84,76,9,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Phoenix,Maricopa_AZ,AZ,37.9,68,10,5.8,0,Clear,FALSE,FALSE,TRUE,night
2,San Leandro,Alameda_CA,CA,63,60,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Opa Locka,Miami-Dade_FL,FL,77,79,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,55,89,6,10,0.01,Cloudy,FALSE,FALSE,FALSE,twilight
2,Jacksonville,Jackson_OR,OR,37,100,0.2,0,0,Fog,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,75.9,33,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Florence,Florence_SC,SC,47,41,10,3,0,Fair,TRUE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,80.1,50,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,West Linn,Clackamas_OR,OR,60.1,47,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Danvers,Essex_MA,MA,53.1,77,10,0,0,Clear,FALSE,FALSE,FALSE,night
4,Marlton,Burlington_NJ,NJ,37,76,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Fort Myers,Lee_FL,FL,77,58,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Acton,Middlesex_MA,MA,70,76,5,10,0,Light Rain,FALSE,FALSE,FALSE,day
2,Posen,Cook_IL,IL,8.2,56,10,8.1,0,Light Snow,FALSE,FALSE,FALSE,day
2,Piedmont,Greenville_SC,SC,61,72,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
2,Hollister,Santa Clara_CA,CA,55.4,94,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,30,59,10,10.4,0,Clear,FALSE,TRUE,FALSE,night
2,Austin,Travis_TX,TX,75.9,97,3,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Greeleyville,Williamsburg_SC,SC,75.2,89,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,41,89,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,San Carlos,San Mateo_CA,CA,57,59,10,14,0,Fair,FALSE,FALSE,FALSE,night
3,Wimauma,Hillsborough_FL,FL,64.4,96,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Southington,Hartford_CT,CT,19.9,46,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Tempe,Maricopa_AZ,AZ,95,28,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,San Antonio,Bexar_TX,TX,75.9,82,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,64.9,26,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,New Rochelle,Westchester_NY,NY,79,42,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,84.9,41,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
3,Baldwin Park,Los Angeles_CA,CA,68,46,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,30.9,85,3,16.1,0,Light Snow,TRUE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,59,82,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,87.1,53,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Pompano Beach,Broward_FL,FL,80.1,60,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,58,62,10,7,0,Cloudy,FALSE,TRUE,FALSE,day
3,Concord,Contra Costa_CA,CA,53.1,89,3,4.6,0.1,Rain,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,72,48,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,64.9,73,7,5.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Bradenton,Manatee_FL,FL,88,65,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Providence,Providence_RI,RI,71,38,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Kingstree,Williamsburg_SC,SC,81,51,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Greensburg,Westmoreland_PA,PA,32,87,10,0,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Austin,Williamson_TX,TX,93.9,49,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Lisle,DuPage_IL,IL,42.1,47,10,13.8,0,Clear,FALSE,FALSE,TRUE,day
2,Thousand Oaks,Ventura_CA,CA,72,68,8,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,91,38,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,68,81,10,9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Louisville,Jefferson_KY,KY,73,81,10,4.6,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Renovo,Clinton_PA,PA,53,76,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Davis,Yolo_CA,CA,45,66,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Phoenix,Maricopa_AZ,AZ,88,14,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Brewster,Putnam_NY,NY,79,62,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Fowler,Fresno_CA,CA,75,28,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,54,97,7,3.5,0.09,Light Rain,FALSE,FALSE,FALSE,twilight
4,Barnegat,Ocean_NJ,NJ,66,87,10,8.1,0.06,Light Rain,FALSE,FALSE,FALSE,day
4,Saint Augustine,Saint Johns_FL,FL,75,66,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,San Antonio,Bexar_TX,TX,55,25,10,10,0,Fair,FALSE,FALSE,TRUE,day
2,Keymar,Carroll_MD,MD,73.4,88,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Fairfield,Solano_CA,CA,55.9,93,4,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Garner,Wake_NC,NC,77,82,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,80,81,10,6,0,Partly Cloudy,FALSE,FALSE,TRUE,night
3,San Marcos,Hays_TX,TX,68,27,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
3,Baton Rouge,East Baton Rouge_LA,LA,52,89,5,10.4,0,Light Rain,FALSE,FALSE,FALSE,day
2,Garner,Wake_NC,NC,81,54,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Flushing,Genesee_MI,MI,66.9,57,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Mount Dora,Lake_FL,FL,51.1,41,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,76,76,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,51,92,4,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Redwood City,San Mateo_CA,CA,62.6,77,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Morton,Tazewell_IL,IL,54,47,10,20,0,Cloudy,FALSE,TRUE,TRUE,day
3,Minneapolis,Hennepin_MN,MN,21.9,82,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Del Valle,Travis_TX,TX,52,100,6,0,0,Patches of Fog,FALSE,FALSE,TRUE,twilight
3,Wayne,Delaware_PA,PA,73,53,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Jericho,Nassau_NY,NY,37.9,93,1.8,3.5,0,Light Rain,FALSE,FALSE,FALSE,day
3,Albuquerque,Bernalillo_NM,NM,57.9,18,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Wauconda,Lake_IL,IL,16,77,5,10.4,0,Haze,FALSE,FALSE,TRUE,twilight
2,Amargosa Valley,Nye_NV,NV,72,17,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Lyndon Station,Juneau_WI,WI,42.4,100,2,4.6,0,Overcast,TRUE,FALSE,FALSE,day
3,Chicago,Cook_IL,IL,66,75,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,64.4,88,8,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Alamo,Contra Costa_CA,CA,59,83,10,0,0,Smoke,FALSE,FALSE,FALSE,night
3,San Pablo,Contra Costa_CA,CA,51.1,71,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Fresh Meadows,Queens_NY,NY,63,38,10,27.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,60.1,62,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Burbank,Los Angeles_CA,CA,75,55,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Livermore,Contra Costa_CA,CA,52,80,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Huntingdon Valley,Montgomery_PA,PA,42.1,51,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Watsonville,Santa Cruz_CA,CA,59,83,9,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Riverside,Riverside_CA,CA,95,31,10,15,0,Clear,FALSE,FALSE,FALSE,day
2,Granite Bay,Placer_CA,CA,51.8,58,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,45,86,6,9.2,0,Light Drizzle,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,75,66,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Sandy,Salt Lake_UT,UT,89,19,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Farmington,Hartford_CT,CT,44.1,82,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Elgin,Kane_IL,IL,56,84,10,10,0.05,Light Rain,FALSE,FALSE,TRUE,day
2,Bakersfield,Kern_CA,CA,73,38,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,88,31,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,71.6,64,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Eugene,Lane_OR,OR,82,33,10,10,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Petaluma,Sonoma_CA,CA,50,100,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Pleasanton,Alameda_CA,CA,55,80,10,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Statesville,Iredell_NC,NC,69.8,98,7,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,San Diego,San Diego_CA,CA,75,69,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,48.9,27,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Henrico,Henrico_VA,VA,63,84,7,6,0,Fair,FALSE,FALSE,FALSE,day
3,Columbia,Richland_SC,SC,73.9,91,3,4.6,0.06,Rain,FALSE,FALSE,FALSE,day
3,Davidson,Mecklenburg_NC,NC,86,37,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Costa Mesa,Orange_CA,CA,77,52,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
3,Duarte,Los Angeles_CA,CA,78.8,65,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
3,Schenectady,Albany_NY,NY,45,90,0.2,0,0,Fog,TRUE,FALSE,FALSE,day
3,Richmond,Richmond City_VA,VA,33.1,96,0.2,0,0.14,Heavy Snow,FALSE,FALSE,FALSE,day
2,Derry,Rockingham_NH,NH,17.1,50,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Highland Park,Wayne_MI,MI,61,93,10,6.9,0.06,Overcast,FALSE,FALSE,FALSE,twilight
3,Rensselaer,Rensselaer_NY,NY,50,89,10,5.8,0.02,Light Rain,FALSE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,89.4,50,10,5.8,0,Clear,TRUE,FALSE,FALSE,day
3,San Leandro,Alameda_CA,CA,68,59,10,17.3,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,44.1,51,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,69.1,81,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Marble Falls,Travis_TX,TX,79.5,46,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,84,47,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Eugene,Lane_OR,OR,42.1,89,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,night
4,Great River,Suffolk_NY,NY,53,96,7,13,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Pflugerville,Travis_TX,TX,84.2,51,10,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Duluth,Gwinnett_GA,GA,53.6,88,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,60.1,23,10,6.9,0,Clear,TRUE,FALSE,FALSE,night
2,Gaffney,Cherokee_SC,SC,77.9,86,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Cincinnati,Hamilton_OH,OH,86,49,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Clearwater,Pinellas_FL,FL,84.9,77,10,12.7,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Newhall,Los Angeles_CA,CA,61,83,5,3,0,Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,55.9,97,10,9.2,0.08,Light Rain,FALSE,FALSE,FALSE,day
3,Berkeley Heights,Union_NJ,NJ,54,100,2,0,0,Light Rain,FALSE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,71.1,47,10,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Jackson,Hinds_MS,MS,63,90,9,3,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Florence,Florence_SC,SC,77,52,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Grand Prairie,Dallas_TX,TX,77,89,3,3.5,0,Rain,TRUE,FALSE,FALSE,day
3,Calabasas,Los Angeles_CA,CA,91,17,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Bronx,Bronx_NY,NY,58,51,10,9,0,Fair,FALSE,FALSE,FALSE,day
3,Sausalito,Marin_CA,CA,72,31,8,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,66,73,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
2,Huntsville,Madison_AL,AL,69.8,90,9,0,0,Clear,FALSE,FALSE,TRUE,day
2,Sacramento,Sacramento_CA,CA,55.4,44,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,51.1,48,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Buena Park,Orange_CA,CA,53,86,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Saint Paul,Ramsey_MN,MN,80,74,10,0,0,Fair,FALSE,FALSE,FALSE,day
